#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###### Modifiers;;;;;;;;;;;;;;x
luxor_admin;Luxor Administrative Offices;Bureaulx Administratifs de Luxor;Luxor Administrative Offices;;Luxor Administrative Offices;;;;;;;;;x
luxor_fanaticism;Fanatic Shrine;Sanctuaire Fanatique;Fanatic Shrine;;Fanatic Shrine;;;;;;;;;x
luxor_library;Luxor Library;Bibliothèque de Luxor;Luxor Library;;Luxor Library;;;;;;;;;x
luxor_restored;Luxor Restored;Luxor Restored;Luxor Restored;;Luxor Restored;;;;;;;;;x
held_sed_festival;Held a Sed festival;;;;;;;;;;;;;x
held_failed_sed_festival;Held a failed Sed festival;;;;;;;;;;;;;x
held_sed_festival_timer;Held a Sed festival;;;;;;;;;;;;;x
akhetaten_restored;Akhetaten is Restored;;;;;;;;;;;;;x
akhetaten_admin;Administrative Offices;;;;;;;;;;;;;x
akhetaten_fanaticism;Fanatacism;;;;;;;;;;;;;x
akhetaten_library;Great Library;;;;;;;;;;;;;x
###### Decisions;;;;;;;;;;;;;;x
restore_luxor;Restore Luxor Temple;Restaurer le Temple de Luxor;Restore Luxor Temple;;Restore Luxor Temple;;;;;;;;;x
restore_luxor_desc;Restore Luxor Temple to its former glory.;Restaurer le Temple de Luxor à la hauteur de son lustre d'antan.;Restore Luxor Temple to its former glory.;;Restore Luxor Temple to its former glory.;;;;;;;;;x
restore_priesthood_egyptian_pagan_reformed;Restore the Paragon Xroj;Restaurer le Parangon Xroj;Restore the Paragon Xroj;;Restore the Paragon Xroj;;;;;;;;;x
restore_priesthood_egyptian_pagan_reformed_desc;Restore the Paragon Xroj.;Restaurer le Parangon Xroj;Restore the Paragon Xroj;;Restore the Paragon Xroj;;;;;;;;;x
luxor_restored_condition;The temple of Luxor is restored;;;;;;;;;;;;;x
build_pyramid;Build a Pyramid;Construire une Pyramide;Build a Pyramid;;Build a Pyramid;;;;;;;;;x
build_pyramid_desc;Build yourself a mighty tomb;Vous construire une tombe majestueuse.;Build yourself a mighty tomb;;Build yourself a mighty tomb;;;;;;;;;x
organize_anubis;Organize the Anubis Guard;Mettre sur pied la Garde d'Anubis;Organize the Anubis Guard;;Organize the Anubis Guard;;;;;;;;;x
organize_anubis_desc;Organize the Anubis Guard Holy Order;Mettre sur pied l'Ordre Saint de la Garde d'Anubis.;Organize the Anubis Guard Holy Order;;Organize the Anubis Guard Holy Order;;;;;;;;;x
organize_horus;Organize the Horusian Guard;Mettre sur pied la Garde d'Horus;Organize the Horusian Guard;;Organize the Horusian Guard;;;;;;;;;x
