#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###### Republic councillor fix;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
city_job_chancellor_arabic;Grand Vizier;Grand Vizir;Groﬂwesir;;Gran Visir;;;;;;;;;x
city_job_chancellor_iranian;Grand Vizier;Grand Vizir;Groﬂwesir;;Gran Visir;;;;;;;;;x
city_job_chancellor_turkish;Grand Vizier;Grand Vizir;Groﬂwesir;;Gran Visir;;;;;;;;;x
city_job_chancellor_west_african;Grand Vizier;Grand Vizir;Groﬂwesir;;Gran Visir;;;;;;;;;x
#;;;;;;;;;;;;;;x
city_job_chancellor_greek;Magistros;MaÓtre des offices;Magistros;;Magistros;;;;;;;;;x
city_job_spymaster_greek;Mystikos;Mystique;Mystikos;;Mystikos;;;;;;;;;x
city_job_treasurer_greek;Sakellarios;Sacellaire;Sakellarios;;Sakellarios;;;;;;;;;x
city_job_marshal_greek;Strategos;StratËge;Strategos;;Estratega;;;;;;;;;x
#;;;;;;;;;;;;;;x
city_job_chancellor_aztec;Cihuacoatl;Cihuacoatl;Cihuacoatl;;Cihuacoatl;;;;;;;;;x
city_job_treasurer_aztec;Petlacalcatl;Petlacalcatl;Petlacalcatl;;Petlacalcatl;;;;;;;;;x
city_job_spiritual_aztec;Sahagun;Sahag˙n;Sahagun;;Sahagun;;;;;;;;;x
city_job_spymaster_aztec;Tillancalqui;Tillancalqui;Tillancalqui;;Tillancalqui;;;;;;;;;x
city_job_marshal_aztec;Tlacateccatl;Tlacateccatl;Tlacateccatl;;Tlacateccatl;;;;;;;;;x
#;;;;;;;;;;;;;;x
city_job_chancellor_zoroastrian_group;Astabadh;Astabadh;Astabadh;;Astabadh;;;;;;;;;x
city_job_treasurer_zoroastrian_group;Darik-Pat;Darik-Pat;Darik-Pat;;Darik-Pat;;;;;;;;;x
city_job_marshal_zoroastrian_group;Eran Spahbod;Eran Spahbod;Eran Spahbod;;Eran Spahbod;;;;;;;;;x
city_job_spiritual_zoroastrian_group;Mobad;Mobad;Mobad;;Mobad;;;;;;;;;x
city_job_spiritual_zoroastrian;Mobad;Mobad;Mobed;;Mobad;;;;;;;;;x
#;;;;;;;;;;;;;;x
city_job_spiritual_christian;Court Chaplain;Chapelain de la Cour;Hofprediger;;Capell·n;;;;;;;;;x
city_job_spiritual_orthodox;Ecclesiarch;Sacristain;Ekklesiarch;;Eclesiarca;;;;;;;;;x
city_job_spiritual_muslim;Court Imam;Imam;Hof-Imam;;Im·n de la corte;;;;;;;;;x
city_job_spiritual_shiite;Court Mullah;Mollah;Hof-Mullah;;Mul· de la corte;;;;;;;;;x
city_job_spiritual_pagan_group;Chief Diviner;MÈdium en chef;Oberster Wahrsager;;Gran Cham·n;;;;;;;;;x
city_job_spiritual_pagan;Diviner;Devin;Wahrsager;;Augur;;;;;;;;;x
city_job_spiritual_baltic_pagan;Diviner;Devin;Wahrsager;;Augur;;;;;;;;;x
city_job_spiritual_baltic_pagan_reformed;Diviner;Devin;Wahrsager;;Augur;;;;;;;;;x
city_job_spiritual_finnish_pagan;Diviner;Devin;Wahrsager;;Augur;;;;;;;;;x
city_job_spiritual_finnish_pagan_reformed;Diviner;Devin ;Wahrsager;;Augur;;;;;;;;;x
city_job_spiritual_norse_pagan_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
city_job_spiritual_norse_pagan;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
city_job_spiritual_female_norse_pagan_reformed;Seeress;Voyante;Seherin;;Vidente;;;;;;;;;x
city_job_spiritual_female_norse_pagan;Seeress;Voyante;Seherin;;Vidente;;;;;;;;;x
city_job_spiritual_slavic_pagan;Diviner;Devin;Wahrsager;;Augur;;;;;;;;;x
city_job_spiritual_slavic_pagan_reformed;Diviner;Devin;Wahrsager;;Augur;;;;;;;;;x
city_job_spiritual_tengri_pagan;Diviner;Devin;Wahrsager;;Augur;;;;;;;;;x
city_job_spiritual_tengri_pagan_reformed;Diviner;Devin;Wahrsager;;Augur;;;;;;;;;x
#;;;;;;;;;;;;;;x
finnish_pagan_reformed;Suomenusko;Suomenusko;;;;;;;;;;;;x
norse_pagan_reformed;Asatru;Asatru;;;;;;;;;;;;x
baltic_pagan_reformed;Romuva;Romuva;;;;;;;;;;;;x
altaic_pagan_reformed;Tengri;Tengri;;;;;;;;;;;;x
slavic_pagan_reformed;Rodnovery;Rodnovery;;;;;;;;;;;;x
west_african_pagan_reformed;Akan;Akan;;;;;;;;;;;;x
finnish_pagan;Finnic;Finnic;;;;;;;;;;;;x
baltic_pagan;Baltic;Baltic;;;;;;;;;;;;x
altaic_pagan;Altaic;Altaic;;;;;;;;;;;;x
###### Gaulish;;;;;;;;;;;;;;x
gaulish;Gaulish;Gaulish;Gaulish;;Gaulish;;;;;;;;;x
RETTYPE_CUL_GAULISH;Gaulish Cavalry;Gaulish Cavalry;Gaulish Cavalry;;Gaulish Cavalry;;;;;;;;;x
ca_culture_gaulish_1_desc;The Celts of Gaul were renowned for there excelent cavalry tactics and were often hired on as mercenaries. They even formed the core of the Roman Empire's cavalry regiments for several hundred years. This is where the new breed of Gaulish heavy cavalry are trained.;;;;;;;;;;;;;x
ca_culture_gaulish_1;Cavalry Field;;;;;;;;;;;;;x
ca_culture_gaulish_2;Cavalry Field;;;;;;;;;;;;;x
ca_culture_gaulish_3;Cavalry Field;;;;;;;;;;;;;x
ca_culture_gaulish_4;Cavalry Field;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
HEAD_PRIEST_finnish_pagan_reformed;P‰‰npappi;P‰‰npappi;P‰‰npappi;;P‰‰npappi;;;;;;;;;x
HEAD_PRIESTESS_finnish_pagan_reformed;P‰‰npappitar;P‰‰npappitar;P‰‰npappitar;;P‰‰npappitar;;;;;;;;;x
HEAD_PRIEST_baltic_pagan_reformed;Kriwe;Kriwe;Kriwe;;Kriwe;;;;;;;;;x
HEAD_PRIESTESS_baltic_pagan_reformed;Kriwe Ponia;Kriwe Ponia;Kriwe Ponia;;Kriwe Ponia;;;;;;;;;x
HEAD_PRIEST_slavic_pagan_reformed;Hlava Knez;Hlava Knez;Hlava Knez;;Hlava Knez;;;;;;;;;x
HEAD_PRIESTESS_slavic_pagan_reformed;Hlava Knazka;Hlava Knazka;Hlava Knazka;;Hlava Knazka;;;;;;;;;x
HEAD_PRIEST_african_pagan_reformed;Kungo Hogon;Kungo Hogon;Kungo Hogon;;Kungo Hogon;;;;;;;;;x
