#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#;;;;;;;;;;;;;;x
sacred_symbol_built;Shrines are built in honor of the gods\n;;;;;;;;;;;;;x
sacred_the_giants_causeway;The Giants Causeway;;;;;;;;;;;;;x
sacred_the_giants_causeway_desc;Ancient meeting place of the giant Fomorians, this place has kept a great importance for the sons of Mil.;;;;;;;;;;;;;x
sacred_lia_fail;The Lia Fàil;;;;;;;;;;;;;x
sacred_lia_fail_desc;Sacred stone of Kings sitting on top of the hill of Tara, at the touch of the rightful king of Ireland, it screams his name three times.;;;;;;;;;;;;;x
sacred_carnac;The Stones of Carnac;;;;;;;;;;;;;x
sacred_carnac_desc;Whether the remnants of a Roman army turned to stone by Merlin or ancient temple grounds of their primeval ancestors, the stones of Carnac are considered a sacred destination by many Celts.;;;;;;;;;;;;;x
sacred_stonehenge;Stonehenge;;;;;;;;;;;;;x
sacred_stonehenge_desc;An important pilgrimage site, this stone circle, standing from times immemorial, is often used by the Druids for their sacred ceremonies.;;;;;;;;;;;;;x
sacred_hill_of_uisneach;The Hill of Uisneach;;;;;;;;;;;;;x
sacred_hill_of_uisneach_desc;Known as the sacred centre of Ireland, this hill is also the chosen site for the annual celebration of Beltaine.;;;;;;;;;;;;;x
sacred_ring_of_brodgar;The Ring of Brodgar;;;;;;;;;;;;;x
sacred_ring_of_brodgar_desc;Most important stone circle in in northern Scotland, the Druids have made this a sacred temple to the Gods;;;;;;;;;;;;;x
sacred_bear;Sacred Bears;;;;;;;;;;;;;x
sacred_bear_desc;The Bear is highly sacred in this region, thought to be the earthly avatar of many powerful gods and goddesses. ;;;;;;;;;;;;;x
sacred_horse;Sacred Horses;;;;;;;;;;;;;x
sacred_horse_desc;Protected by Macha, the white horses are a sign of the favour she has for this region.;;;;;;;;;;;;;x
sacred_yew;Sacred Yew Trees;;;;;;;;;;;;;x
sacred_yew_desc;A symbol of immortality, the mighty yew trees that grow in the sacred groves are a gift from the Gods.;;;;;;;;;;;;;x
sacred_stag;Sacred Stags;;;;;;;;;;;;;x
sacred_stag_desc;Companion to the Gods and the many spirits of the land, the stags and deer of this area are particularly healthy.;;;;;;;;;;;;;x
sacred_dog;Sacred Dogs;;;;;;;;;;;;;x
sacred_dog_desc;Dogs were seen to be keen-scented, good at hunting, guarding and healing themselves, their abundance in this region is clearly a gift.;;;;;;;;;;;;;x
sacred_oak;Sacred Oaks;;;;;;;;;;;;;x
sacred_oak_desc;The great Oaks and the sacred mistletoe that they bear are of utmost importance to the Celts.;;;;;;;;;;;;;x
sacred_standing_stones;Standing Stones;;;;;;;;;;;;;x
sacred_standing_stones_desc;Often the site of pilgrimages, standing stones are a boon for any lord, their presence lending prestige and protection.;;;;;;;;;;;;;x
