#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
titan_pagan;Titan Cult;Titan Cult;Titan Cult;;Titan Cult;;;;;;;;;x
titan_pagan_DESC;The Titan Cult reject the authority of the Olympean Gods, considering them usurpers and unworthy of their worship. Titan Cultists reject the kind of civilization that hellenism has typically fostered, and have much more in common with the more "barbaric" religions. They are extremely aggressive and prone to collapse during a succession.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
titan_cultist;Titan Cultist;Titan Cultist;Titan Cultist;;Titan Cultist;;;;;;;;;x
desc_titan_cultist;Titan Cultists are fanatical in their beliefs and tend towards impulsiveness.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_KRONOS;Kronos;Kronos;Kronos;;Kronos;;;;;;;;;x
GOD_OCEANUS;Oceanus;Oceanus;Oceanus;;Oceanus;;;;;;;;;x
GOD_TETHYS;Tethys;Tethys;Tethys;;Tethys;;;;;;;;;x
GOD_HYPERION;Hyperion;Hyperion;Hyperion;;Hyperion;;;;;;;;;x
GOD_THEIA;Theia;Theia;Theia;;Theia;;;;;;;;;x
GOD_RHEA;Rhea;Rhea;Rhea;;Rhea;;;;;;;;;x
GOD_ATLAS;Atlas;Atlas;Atlas;;Atlas;;;;;;;;;x
GOD_KOIOS;Koios;Koios;Koios;;Koios;;;;;;;;;x
GOD_PHOEBE;Phoebe;Phoebe;Phoebe;;Phoebe;;;;;;;;;x
GOD_MNEMOSYNE;Mnemosyne;Mnemosyne;Mnemosyne;;Mnemosyne;;;;;;;;;x
GOD_THEMIS;Themis;Themis;Themis;;Themis;;;;;;;;;x
GOD_KRIUS;Krius;Krius;Krius;;Krius;;;;;;;;;x
GOD_IAPETUS;Iapetus;Iapetus;Iapetus;;Iapetus;;;;;;;;;x
